"DATE","RES ELE FEET","","STORAGE AF","","RES CHG AF","","TOC STO AF","","ABV TOC AF","","OUTFLOW CFS","","INFLOW CFS","","EVAP CFS","","RIV REL CFS","","PPT INC INCHES","","SPILL CFS","","DC PUMP CFS","","DIS PWR CFS",""
"09/21/2008","382.98","","276,893","","-651","","977,000","","--","","1,594","","1,289","","23","","0","","0.00","","0","","254","","1,340",""
"09/22/2008","382.72","","275,496","","-1,397","","977,000","","--","","1,647","","977","","34","","0","","0.00","","0","","233","","1,414",""
"09/23/2008","382.44","","273,992","","-1,504","","977,000","","--","","1,713","","989","","34","","0","","0.00","","0","","239","","1,474",""
"09/24/2008","382.44","","273,992","","0","","977,000","","--","","1,472","","1,509","","37","","0","","0.00","","0","","238","","1,234",""
"09/25/2008","382.42","","273,884","","-108","","977,000","","--","","1,483","","1,470","","41","","0","","0.00","","0","","237","","1,246",""
"09/26/2008","382.37","","273,616","","-268","","977,000","","--","","1,406","","1,312","","41","","0","","0.00","","0","","242","","1,164",""
"09/27/2008","382.31","","273,293","","-323","","977,000","","--","","1,378","","1,263","","48","","0","","0.00","","0","","247","","1,131",""
"09/28/2008","382.07","","272,004","","-1,289","","977,000","","--","","1,488","","879","","41","","0","","0.00","","0","","249","","1,239",""
"09/29/2008","381.91","","271,151","","-853","","977,000","","--","","1,302","","898","","26","","0","","0.00","","0","","243","","1,059",""
"09/30/2008","381.66","","269,825","","-1,326","","977,000","","--","","1,497","","856","","28","","0","","0.00","","0","","230","","1,267",""
"10/01/2008","381.55","","269,242","","-583","","968,800","","--","","1,293","","1,027","","28","","0","","0.00","","0","","223","","1,070",""
"10/02/2008","381.43","","268,606","","-636","","960,700","","--","","1,261","","973","","33","","0","","0.00","","0","","225","","1,036",""
"10/03/2008","381.32","","268,023","","-583","","952,500","","--","","1,233","","967","","28","","0","","0.00","","0","","207","","1,026",""
"10/04/2008","381.27","","267,758","","-265","","944,300","","--","","1,225","","1,098","","7","","0","","0.02","","0","","184","","1,041",""
"10/05/2008","381.19","","267,333","","-425","","936,200","","--","","1,212","","1,017","","19","","0","","0.27","","0","","191","","1,021",""
"10/06/2008","380.99","","266,274","","-1,059","","928,000","","--","","1,414","","899","","19","","0","","0.00","","0","","193","","1,221",""
"10/07/2008","380.84","","265,489","","-785","","919,900","","--","","1,211","","837","","22","","0","","0.00","","0","","183","","1,028",""
"10/08/2008","380.52","","263,815","","-1,674","","--","","--","","1,387","","574","","31","","0","","0.00","","0","","198","","1,189",""
"10/09/2008","380.25","","262,403","","-1,412","","903,500","","--","","1,285","","604","","31","","0","","0.00","","0","","203","","1,082",""
"10/10/2008","380.05","","261,357","","-1,046","","895,400","","--","","1,289","","796","","34","","0","","0.00","","0","","195","","1,094",""
"10/11/2008","379.84","","260,270","","-1,087","","887,200","","--","","1,435","","926","","39","","0","","0.00","","0","","196","","1,239",""
"10/12/2008","379.69","","259,496","","-774","","879,000","","--","","1,297","","941","","34","","0","","0.00","","0","","210","","1,087",""
"10/13/2008","379.49","","258,464","","-1,032","","870,900","","--","","1,295","","805","","30","","0","","0.00","","0","","197","","1,098",""
"10/14/2008","379.21","","257,020","","-1,444","","862,700","","--","","1,460","","766","","34","","0","","0.00","","0","","190","","1,270",""
"10/15/2008","378.97","","255,785","","-1,235","","854,600","","--","","1,345","","751","","29","","0","","0.00","","0","","185","","1,160",""
"10/16/2008","378.78","","254,819","","-966","","846,400","","--","","1,258","","801","","30","","0","","0.00","","0","","188","","1,070",""
"10/17/2008","378.52","","253,497","","-1,322","","838,200","","--","","1,326","","687","","27","","0","","0.00","","0","","193","","1,133",""
"10/18/2008","378.29","","252,328","","-1,169","","830,100","","--","","1,545","","983","","27","","0","","0.00","","0","","198","","1,347",""
"10/19/2008","378.13","","251,515","","-813","","821,900","","--","","1,338","","951","","23","","0","","0.00","","0","","197","","1,141",""
"10/20/2008","377.85","","250,103","","-1,412","","813,700","","--","","1,328","","639","","23","","0","","0.00","","0","","191","","1,137",""
"10/21/2008","377.62","","248,951","","-1,152","","805,600","","--","","1,144","","579","","16","","0","","0.00","","0","","190","","954",""
"10/22/2008","377.41","","247,899","","-1,052","","797,400","","--","","1,075","","565","","20","","0","","0.00","","0","","192","","883",""
"10/23/2008","377.01","","245,896","","-2,003","","789,200","","--","","1,424","","434","","20","","0","","0.00","","0","","193","","1,231",""
"10/24/2008","376.76","","244,662","","-1,234","","781,100","","--","","1,277","","683","","28","","0","","0.00","","0","","199","","1,078",""
"10/25/2008","376.51","","243,429","","-1,233","","772,900","","--","","1,194","","598","","26","","0","","0.00","","0","","192","","1,002",""
"10/26/2008","376.31","","242,443","","-986","","764,800","","--","","1,295","","822","","24","","0","","0.00","","0","","202","","1,093",""
"10/27/2008","375.94","","240,623","","-1,820","","756,600","","--","","1,267","","371","","22","","0","","0.00","","0","","190","","1,077",""
"10/28/2008","375.51","","238,535","","-2,088","","748,400","","--","","1,433","","397","","17","","0","","0.00","","0","","186","","1,247",""
"10/29/2008","375.22","","237,126","","-1,409","","740,300","","--","","1,191","","495","","14","","0","","0.00","","0","","188","","1,003",""
"10/30/2008","374.89","","235,532","","-1,594","","732,100","","--","","1,212","","422","","14","","0","","0.00","","0","","177","","1,035",""
"10/31/2008","374.66","","234,433","","-1,099","","723,900","","--","","1,129","","586","","11","","0","","0.05","","0","","150","","979",""
"11/01/2008","374.54","","233,860","","-573","","715,800","","--","","1,445","","1,170","","14","","0","","0.40","","0","","135","","1,310",""
"11/02/2008","374.69","","234,577","","717","","707,600","","--","","1,171","","1,532","","0","","0","","1.79","","0","","133","","1,038",""
"11/03/2008","374.84","","235,293","","716","","699,400","","--","","1,190","","1,604","","53","","0","","0.44","","0","","131","","1,059",""
"11/04/2008","374.85","","235,341","","48","","691,300","","--","","1,017","","1,061","","20","","0","","0.01","","0","","128","","889",""
"11/05/2008","374.81","","235,150","","-191","","683,100","","--","","924","","841","","13","","0","","0.00","","0","","126","","798",""
"11/06/2008","374.48","","233,573","","-1,577","","675,000","","--","","1,482","","695","","8","","0","","0.00","","0","","120","","1,362",""
"11/07/2008","374.23","","232,378","","-1,195","","666,800","","--","","1,172","","578","","8","","0","","0.00","","0","","122","","1,050",""
"11/08/2008","374.05","","231,518","","-860","","658,600","","--","","1,253","","822","","3","","0","","0.00","","0","","119","","1,134",""
"11/09/2008","373.86","","230,621","","-897","","650,500","","--","","1,359","","913","","6","","0","","0.02","","0","","125","","1,234",""
"11/10/2008","373.53","","229,071","","-1,550","","642,300","","--","","1,499","","724","","6","","501","","0.00","","0","","128","","870",""
"11/11/2008","373.27","","227,850","","-1,221","","634,100","","--","","1,483","","875","","8","","554","","0.00","","0","","126","","803",""
"11/12/2008","373.12","","227,146","","-704","","626,000","","--","","1,099","","752","","8","","554","","0.00","","0","","127","","418",""
"11/13/2008","372.87","","225,982","","-1,164","","--","","--","","1,332","","745","","0","","554","","0.00","","0","","129","","649",""
"11/14/2008","372.65","","224,966","","-1,016","","609,700","","--","","1,299","","804","","17","","554","","0.00","","0","","136","","609",""
"11/15/2008","372.45","","224,043","","-923","","601,500","","--","","1,402","","954","","17","","554","","0.00","","0","","142","","706",""
"11/16/2008","372.31","","223,397","","-646","","593,300","","--","","1,268","","951","","9","","532","","0.00","","0","","125","","611",""
"11/17/2008","372.17","","222,751","","-646","","585,200","","--","","1,306","","995","","15","","527","","0.00","","0","","134","","645",""
"11/18/2008","371.96","","221,785","","-966","","577,000","","--","","1,348","","874","","13","","478","","0.00","","0","","122","","748",""
"11/19/2008","371.63","","220,288","","-1,497","","--","","--","","1,258","","515","","12","","463","","0.00","","0","","130","","665",""
"11/20/2008","371.35","","219,018","","-1,270","","577,000","","--","","1,184","","550","","6","","462","","0.00","","0","","128","","594",""
"11/21/2008","371.17","","218,202","","-816","","577,000","","--","","1,106","","701","","6","","462","","0.00","","0","","127","","517",""
"11/22/2008","371.02","","217,522","","-680","","577,000","","--","","1,183","","846","","6","","462","","0.00","","0","","137","","584",""
"11/23/2008","370.87","","216,852","","-670","","577,000","","--","","1,159","","828","","7","","444","","0.00","","0","","135","","580",""
"11/24/2008","370.59","","215,605","","-1,247","","577,000","","--","","1,239","","617","","7","","462","","0.00","","0","","129","","648",""
"11/25/2008","370.56","","215,472","","-133","","577,000","","--","","1,217","","1,159","","9","","462","","0.00","","0","","117","","638",""
"11/26/2008","370.46","","215,026","","-446","","577,000","","--","","1,216","","998","","7","","462","","0.00","","0","","114","","640",""
"11/27/2008","370.24","","214,047","","-979","","577,000","","--","","1,384","","893","","3","","462","","0.00","","0","","119","","803",""
"11/28/2008","369.73","","211,798","","-2,249","","577,000","","--","","1,687","","556","","3","","171","","0.00","","0","","123","","1,393",""
"11/29/2008","369.51","","210,837","","-961","","577,000","","--","","1,342","","861","","3","","0","","0.00","","0","","124","","1,218",""
"11/30/2008","369.18","","209,395","","-1,442","","577,000","","--","","1,381","","657","","3","","0","","0.00","","0","","122","","1,259",""
"12/01/2008","368.82","","207,837","","-1,558","","577,000","","--","","1,346","","568","","7","","0","","0.00","","0","","123","","1,223",""
"12/02/2008","368.51","","206,510","","-1,327","","577,000","","--","","1,376","","714","","7","","0","","0.00","","0","","103","","1,273",""
"12/03/2008","368.26","","205,439","","-1,071","","577,000","","--","","1,135","","599","","4","","0","","0.00","","0","","108","","1,027",""
"12/04/2008","367.88","","203,823","","-1,616","","577,000","","--","","1,310","","498","","3","","0","","0.00","","0","","120","","1,190",""
"12/05/2008","--","","202,200","","-1,623","","577,000","","--","","--","","--","","4","","--","","--","","--","","117","","--",""
"12/06/2008","367.43","","201,935","","-265","","577,000","","--","","1,296","","1,151","","3","","0","","0.00","","0","","119","","1,177",""
"12/07/2008","367.29","","201,348","","-587","","577,000","","--","","1,342","","1,047","","1","","0","","0.00","","0","","124","","1,218",""
"12/08/2008","367.06","","200,384","","-964","","577,000","","--","","1,311","","829","","4","","0","","0.00","","0","","124","","1,187",""
"12/09/2008","366.94","","199,886","","-498","","577,000","","--","","1,256","","1,006","","1","","0","","0.00","","0","","108","","1,148",""
"12/10/2008","366.83","","199,434","","-452","","577,000","","--","","1,247","","1,022","","3","","0","","0.00","","0","","110","","1,137",""
"12/11/2008","366.82","","199,393","","-41","","577,000","","--","","1,180","","1,163","","4","","0","","0.00","","0","","110","","1,070",""
"12/12/2008","366.77","","199,187","","-206","","577,000","","--","","1,110","","1,011","","5","","0","","0.00","","0","","111","","999",""
"12/13/2008","366.79","","199,270","","83","","577,000","","--","","1,100","","1,152","","10","","0","","0.00","","0","","116","","984",""
"12/14/2008","366.77","","199,187","","-83","","577,000","","--","","1,252","","1,210","","0","","0","","0.36","","0","","122","","1,130",""
"12/15/2008","366.85","","199,516","","329","","577,000","","--","","1,026","","1,196","","4","","0","","0.22","","0","","116","","910",""
"12/16/2008","367.25","","201,181","","1,665","","577,000","","--","","1,026","","1,866","","1","","0","","0.18","","0","","115","","911",""
"12/17/2008","367.48","","202,145","","964","","577,000","","--","","1,015","","1,506","","5","","0","","0.00","","0","","107","","908",""
"12/18/2008","367.78","","203,403","","1,258","","577,000","","--","","1,171","","1,808","","3","","0","","0.04","","0","","104","","1,067",""
"12/19/2008","368.00","","204,326","","923","","577,000","","--","","1,094","","1,560","","1","","0","","0.12","","0","","107","","987",""
"12/20/2008","368.45","","206,253","","1,927","","577,000","","--","","958","","1,934","","4","","0","","0.00","","0","","114","","844",""
"12/21/2008","368.78","","207,666","","1,413","","577,000","","--","","1,044","","1,756","","0","","0","","0.73","","0","","114","","930",""
"12/22/2008","369.20","","209,482","","1,816","","577,000","","--","","1,090","","2,006","","0","","0","","0.73","","0","","110","","980",""
"12/23/2008","369.68","","211,580","","2,098","","577,000","","--","","967","","2,026","","1","","0","","0.00","","0","","109","","858",""
"12/24/2008","369.84","","212,279","","699","","577,000","","--","","960","","1,313","","1","","0","","0.00","","0","","106","","854",""
"12/25/2008","370.34","","214,492","","2,213","","577,000","","--","","1,063","","2,183","","4","","0","","0.26","","0","","108","","955",""
"12/26/2008","370.82","","216,629","","2,137","","577,000","","--","","952","","2,032","","3","","0","","0.50","","0","","112","","840",""
"12/27/2008","371.04","","217,612","","983","","577,000","","--","","886","","1,386","","4","","0","","0.00","","0","","110","","776",""
"12/28/2008","371.12","","217,975","","363","","577,000","","--","","1,131","","1,320","","6","","0","","0.00","","0","","111","","1,020",""
